Dünger,Niederschlag,Ertrag
0.3745401188473625,0.9507143064099162,3.042819069455245
0.7319939418114051,0.5986584841970366,3.2597643579572786
0.15601864044243652,0.15599452033620265,0.8180647471003112
0.05808361216819946,0.8661761457749352,1.9676617025828511
0.6011150117432088,0.7080725777960455,3.2754692356148216
0.020584494295802447,0.9699098521619943,2.109651259766858
0.8324426408004217,0.21233911067827616,3.0053983592127076
0.18182496720710062,0.18340450985343382,0.9582019292510131
0.3042422429595377,0.5247564316322378,1.9552230209972241
0.43194501864211576,0.2912291401980419,1.712197242970832
0.6118528947223795,0.13949386065204183,2.15750822738448
0.29214464853521815,0.3663618432936917,1.629926400909349
0.45606998421703593,0.7851759613930136,2.9657197591566726
0.19967378215835974,0.5142344384136116,1.4998153657202713
0.5924145688620425,0.046450412719997725,1.7620388779852965
0.6075448519014384,0.17052412368729153,2.2689980884121885
0.06505159298527952,0.9488855372533332,2.0889703380768396
0.9656320330745594,0.8083973481164611,4.581840865193863
0.3046137691733707,0.09767211400638387,1.112017373145926
0.6842330265121569,0.4401524937396013,2.935979680965248
0.12203823484477883,0.4951769101112702,1.4502969053544765
0.034388521115218396,0.9093204020787821,1.870201894681482
0.2587799816000169,0.662522284353982,2.110996591202113
0.31171107608941095,0.5200680211778108,1.92904174175335
0.5467102793432796,0.18485445552552704,1.9663901263376613
0.9695846277645586,0.7751328233611146,4.42810231766904
0.9394989415641891,0.8948273504276488,4.630364902711237
0.5978999788110851,0.9218742350231168,3.5895735443131414
0.0884925020519195,0.1959828624191452,0.783018843551401
0.045227288910538066,0.32533033076326434,0.6968817980361925
0.388677289689482,0.2713490317738959,1.6900427682001018
0.8287375091519293,0.3567533266935893,3.155746075015549
0.28093450968738076,0.5426960831582485,2.0728934838140125
0.14092422497476265,0.8021969807540397,2.046822114083525
0.07455064367977082,0.9868869366005173,2.3006102581872105
0.7722447692966574,0.1987156815341724,2.56560963365462
0.005522117123602399,0.8154614284548342,1.6741942348674015
0.7068573438476171,0.7290071680409873,3.6675494471871692
0.7712703466859457,0.07404465173409036,2.4701287424535607
0.3584657285442726,0.11586905952512971,1.4136833421896122
0.8631034258755935,0.6232981268275579,3.784177686271859
0.3308980248526492,0.06355835028602363,1.2607455191485528
0.3109823217156622,0.32518332202674705,1.8132034215624058
0.7296061783380641,0.6375574713552131,3.427649621680653
0.8872127425763265,0.4722149251619493,3.561517825912801
0.1195942459383017,0.713244787222995,1.9306107599726652
